
[00:00:00.040 --> 00:00:09.560]  في
[01:14:33.860 --> 01:14:52.400]   Sarah �ну is in in Hoff Y Can I结ensional der, and, and, and, and, and, and, but, think about the ha
[01:14:53.260 --> 01:15:23.260]   didnt know if our spiritual life isn't about knowing him. Right? Just study. Evangelize more. Church planting. Read more. Do more. Make disciples. It becomes an ugly place. Right?
[01:15:23.260 --> 01:15:23.260]   It becomes an ugly place where everybody's just looking at each other to see who's doing what and who's not doing what.
[01:15:23.260 --> 01:15:23.260]   Instead, imagine if the room was filled with people who are just in love with Christ.
[01:15:23.260 --> 01:15:23.260]   It becomes an ugly place where everybody's just looking at each other to see who's doing what and who's not doing what.
[01:15:23.260 --> 01:15:23.260]   Instead, imagine if the room was filled with people who are just in love with Christ.
[01:15:23.260 --> 01:15:23.260]   Instead, imagine if the room was filled with people who are just in love with Christ.
[01:15:23.260 --> 01:15:23.260]   Instead, imagine if the room was filled with people who are just in love with Christ.
[01:15:23.260 --> 01:15:23.260]   Instead, imagine if the room was filled with people who are just in love with Christ.
[01:15:23.260 --> 01:15:23.260]   Instead, imagine if the room was filled with people who are just in love with Christ.
[01:15:23.300 --> 01:15:53.280]   Instead, imagine if the room was filled with people who are just in love with Christ.
[01:15:53.280 --> 01:15:53.280]   Instead, imagine if the room was filled with people who are just in love with Christ.
[01:15:53.280 --> 01:15:53.280]   Instead, imagine if the room was filled with people who are just in love with Christ.
[01:15:53.280 --> 01:15:53.280]   Instead, imagine if the room was filled with people who are just in love with Christ.
[01:15:53.320 --> 01:15:55.860]   from
[01:15:55.860 --> 01:16:05.220]   no and hard
[01:16:05.220 --> 01:16:07.380]   Let Z Z N make au
[01:16:17.260 --> 01:16:20.160]  product always catch
[01:16:20.160 --> 01:16:25.740]   par DVD B A
[01:16:25.740 --> 01:16:27.060]  之前, these, and,,,,,,,
[01:16:27.060 --> 01:16:28.200]  BO B
[01:16:47.220 --> 01:16:53.340]   We started the Bible so that we can have a greater glimpse of his glory. So understand him better. What is this love? Why would he do such a thing? Why would he remember me? Why would he be so gracious to me? And for the rest of our life, we're trying to have a better understanding of what we already have in Christ. That's what Bible study is.
[01:17:37.280 --> 01:17:41.320]  obedience.com/blogspot.
[01:17:41.320 --> 01:17:42.320]   I'm going to read a little bit of what he said.
[01:17:42.320 --> 01:17:43.320]   I'm going to read a little bit of what he said.
[01:17:43.320 --> 01:17:44.320]   I'm going to read a little bit of what he said.
[01:17:44.320 --> 01:17:45.320]   I'm going to read a little bit of what he said.
[01:17:45.320 --> 01:17:46.320]   I'm going to read a little bit of what he said.
[01:17:46.320 --> 01:17:47.320]   I'm going to read a little bit of what he said.
[01:17:47.320 --> 01:17:48.320]   I'm going to read a little bit of what he said.
[01:17:48.320 --> 01:17:49.320]   I'm going to read a little bit of what he said.
[01:17:49.320 --> 01:17:50.320]   I'm going to read a little bit of what he said.
[01:17:50.320 --> 01:17:51.320]   I'm going to read a little bit of what he said.
[01:17:51.320 --> 01:17:52.320]   I'm going to read a little bit of what he said.
[01:17:52.320 --> 01:17:53.320]   I'm going to read a little bit of what he said.
[01:17:53.320 --> 01:17:54.320]   I'm going to read a little bit of what he said.
[01:17:54.400 --> 01:18:11.360]   "In other words, when he says, 'You're not blessed if you do this,' if you walk according to the pattern of this world, you're going to be miserable.
[01:18:11.360 --> 01:18:12.360]   But who are the blessed?
[01:18:12.360 --> 01:18:13.360]   Blessed are those who delight in the law of the Lord, and on his law he meditates day and night."
[01:18:13.360 --> 01:18:14.360]   Now, you may look at that superficially and say, 'Well, I love studying the Bible.'
[01:18:14.360 --> 01:18:15.360]   Is that what he's talking about?
[01:18:15.360 --> 01:18:16.360]   Right?
[01:18:16.360 --> 01:18:17.360]   Some of you guys like reading and some of you guys don't.
[01:18:17.360 --> 01:18:18.360]   So if you don't like reading, you're in trouble.
[01:18:18.360 --> 01:18:19.360]   Why does he delight in the law of the Lord?
[01:18:19.360 --> 01:18:20.360]   Some people delight in the law of the Lord because they love talking about theology.
[01:18:20.360 --> 01:18:21.360]   Why does he delight in the law of the Lord?
[01:18:21.360 --> 01:18:22.360]   Some people delight in the law of the Lord because they love studying the law of the Lord because they love studying the Bible.
[01:18:22.380 --> 01:18:27.400]   You're talking about theology.
[01:18:27.400 --> 01:18:28.400]   Because they're competing with other people.
[01:18:28.400 --> 01:18:29.400]   I read more.
[01:18:29.400 --> 01:18:30.400]   I know more.
[01:18:30.400 --> 01:18:31.400]   I can argue more.
[01:18:31.400 --> 01:18:32.400]   Now, don't get me wrong.
[01:18:32.400 --> 01:18:36.400]   I'm not knocking theology because theology is what causes us to see his glory.
[01:18:36.400 --> 01:18:37.400]   Right?
[01:18:37.400 --> 01:18:38.400]   I'm not knocking theology.
[01:18:38.400 --> 01:18:43.400]   But if you pursue theology so that you can be better at theology, you're missing the whole
[01:18:43.400 --> 01:18:44.400]   point.
[01:18:44.400 --> 01:18:45.400]   That's not what he's saying.
[01:18:45.400 --> 01:18:46.400]   Why does he delight in the law of the Lord?
[01:18:46.400 --> 01:18:49.400]   He delights in the law of the Lord because he delights in God.
[01:18:49.400 --> 01:18:50.400]   He delights in the law of the Lord because he delights in God.
[01:18:50.400 --> 01:18:51.400]   He delights in the law of the Lord because he delights in God.
[01:18:51.400 --> 01:18:52.400]   He delights in the law of the Lord because he delights in God.
[01:18:52.940 --> 01:19:22.440]   "He delights in the law of the Lord because he delights in God."
[01:19:22.440 --> 01:19:22.440]   He delights in the law of the Lord because he delights in God.
[01:19:22.440 --> 01:19:22.440]   He delights in the law of the Lord because he delights in God.
[01:19:22.440 --> 01:19:22.440]   He delights in the law of the Lord because he delights in God.
[01:19:22.440 --> 01:19:22.440]   He delights in the law of the Lord because he delights in God.
[01:19:22.440 --> 01:19:22.440]   He delights in the law of the Lord because he delights in God.
[01:19:22.480 --> 01:19:32.140]   storm
[01:19:32.140 --> 01:19:33.820]   in the was handsome
[01:19:33.820 --> 01:19:49.500]   for the. Wha..., ", or, in the B, Lee, cro後 G, last find un Maker ma got to be in the G,ong of the received the I, asshole "L, " campaing the, or, "D", " Pierce, "You, "C, ",", ",", ", ",", ",", ", ", ", ",", ", ", ", ", ", ", ", farewell "PDC missed his Это di I'm in my scarce función survive myע horse but
[01:19:49.500 --> 01:19:51.600]   os бр express my other arth é 12 I'm a
[01:19:51.660 --> 01:20:00.920]  實
[01:20:00.920 --> 01:20:21.460]   wild,,, Это
[01:22:04.180 --> 01:22:21.800]  , ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, .
[01:22:21.800 --> 01:22:21.820]  остp.com.au. I don't know how to be a good father. Love God with all your heart, soul, mind and strength. I don't know how to be a good husband. I don't know how to be a good wife. Love the Lord your God with all your heart, soul, mind and strength. I don't know how to do this. Love the Lord your God with all your heart, soul, mind and strength. Because he says you will prosper in everything that you do if you do that. That's why he says to fix your eyes upon Christ, the only one who will prosper in your life.
[01:23:02.720 --> 01:23:03.900]   .
[01:23:03.900 --> 01:23:21.900]   What do you do with the budget? I don't know. You know what I mean? I never handled that. So I would have to learn. How do you do discipleship? What about the building? What about the sisters' ministry? What about missions? What about counseling? What about this? What about that? It's like, I don't know. I'm just trying to figure this out. And I remember young administrators said, man, the mission is to do the church.
[01:23:21.900 --> 01:23:21.900]  .
[01:23:21.900 --> 01:23:21.900]  .
[01:23:21.900 --> 01:23:21.900]  .
[01:23:21.900 --> 01:23:21.900]   from the church.
[01:23:21.940 --> 01:23:51.940]   .
[01:23:51.940 --> 01:23:51.940]   .
[01:23:51.940 --> 01:23:51.940]   .
[01:23:51.940 --> 01:23:51.940]   .
[01:23:51.940 --> 01:23:51.940]   .
[01:23:51.940 --> 01:24:14.980]   . .
[01:24:15.920 --> 01:24:38.020]   . . .
[01:24:38.020 --> 01:25:02.060]   . . . .
[01:25:02.100 --> 01:25:12.200]   em
[01:25:12.200 --> 01:25:21.240]   which. : look, Rolling, De G froänd and show us, die, protect,,,,,,,, this is a life is a Low de askedién lotquet can down an
[01:25:21.240 --> 01:25:26.320]   dough. So,
[01:25:26.320 --> 01:25:29.280]   discussion.
[01:25:29.280 --> 01:25:31.120]  グ
[01:25:31.200 --> 01:25:42.280]   back
[01:25:42.280 --> 01:25:47.000]   Z C I involves Mississippixes engra de, and, the, the, the, the, the, the, the, the, the, start at, af,rü llegGHGGGGGGGG siguiente的人 ONE H Proığ gun mobile ayeup en planned️ Mo this is very不對 basketball and sayoma gorill van
[01:25:47.000 --> 01:25:54.780]   De i would be a
[01:25:54.780 --> 01:25:55.880]   I'm no am when is a
[01:25:56.060 --> 01:26:05.900]   banker,
[01:26:05.900 --> 01:26:07.100]   won� le he,,,,,
[01:26:07.100 --> 01:26:10.240]   Madę B wasvil be that I is a be to be to be to be to be toikk
[01:26:26.080 --> 01:26:26.900]  tım
[01:26:26.900 --> 01:26:36.900]   continue to see a help, I, I, Serv,
[01:26:36.900 --> 01:26:40.200]  ерв. acaba un line.ли. asked. Viv.
[01:26:40.200 --> 01:26:51.580]   discounts.
[01:26:51.580 --> 01:26:54.460]   it's like
[01:26:54.520 --> 01:27:17.960]   I'll stand up for the closing praise.
[01:27:17.960 --> 01:27:22.960]   I'm going to stand up for the closing praise.
[01:27:22.960 --> 01:27:22.960]   I'm going to stand up for the closing praise.
[01:27:22.960 --> 01:27:22.960]   I'm going to stand up for the closing praise.
[01:27:22.960 --> 01:27:22.960]   I'm going to stand up for the closing praise.
[01:27:22.960 --> 01:27:22.960]   I'm going to stand up for the closing praise.
[01:27:22.960 --> 01:27:22.960]   I'm going to stand up for the closing praise.
[01:27:22.960 --> 01:27:22.960]   I'm going to stand up for the closing praise.
[01:27:22.960 --> 01:27:22.960]   I'm going to stand up for the closing praise.
[01:27:22.960 --> 01:27:22.960]   I'm going to stand up for the closing praise.
[01:27:22.960 --> 01:27:22.960]   I'm going to stand up for the closing praise.
[01:27:22.960 --> 01:27:22.960]   I'm going to stand up for the closing praise.
[01:27:22.960 --> 01:27:22.960]   I'm going to stand up for the closing praise.
[01:27:22.960 --> 01:27:22.960]   I'm going to stand up for the closing praise.
[01:27:22.960 --> 01:27:22.960]   I'm going to stand up for the closing praise.
[01:27:22.960 --> 01:27:22.960]   I'm going to stand up for the closing praise.
[01:27:23.100 --> 01:27:51.420]   I'm going to stand up for the closing praise.
[01:27:51.420 --> 01:27:51.420]   I'm going to stand up for the closing praise.
[01:27:51.420 --> 01:27:51.420]   I'm going to stand up for the closing praise.
[01:27:51.420 --> 01:27:51.420]   I'm going to stand up for the closing praise.
[01:27:51.420 --> 01:27:51.420]   I'm going to stand up for the closing praise.
[01:27:51.420 --> 01:27:51.420]   I'm going to stand up for the closing praise.
[01:27:51.420 --> 01:27:51.420]   I'm going to stand up for the closing praise.
[01:27:51.420 --> 01:27:51.420]   I'm going to stand up for the closing praise.
[01:27:51.420 --> 01:27:51.460]   I'm going to stand up for the closing praise.
[01:27:51.460 --> 01:27:51.520]   I'm going to stand up for the closing praise.
[01:27:51.520 --> 01:27:51.600]   I'm going to stand up for the closing praise.
[01:27:51.600 --> 01:27:51.620]   I'm going to stand up for the closing praise.
[01:27:51.620 --> 01:27:51.660]   I'm going to stand up for the closing praise.
[01:27:51.660 --> 01:27:51.660]   I'm going to stand up for the closing praise.
[01:27:51.660 --> 01:27:51.660]   I'm going to stand up for the closing praise.
[01:27:51.660 --> 01:27:51.660]   I'm going to stand up for the closing praise.
[01:27:51.660 --> 01:27:51.660]   I'm going to stand up for the praise.
[01:27:51.680 --> 01:28:02.840]   I'm going to stand up for the closing praise.
[01:28:02.840 --> 01:28:02.900]   I'm going to stand up for the closing praise.
[01:28:02.900 --> 01:28:02.960]   I'm going to stand up for the closing praise.
[01:28:02.960 --> 01:28:03.040]   I'm going to stand up for the closing praise.
[01:28:03.040 --> 01:28:03.120]   I'm going to stand up for the closing praise.
[01:28:03.120 --> 01:28:03.180]   I'm going to stand up for the closing praise.
[01:28:03.180 --> 01:28:03.200]   I'm going to stand up for the closing praise.
[01:28:03.200 --> 01:28:03.300]   I'm going to stand up for the closing praise.
[01:28:03.300 --> 01:28:03.340]   I'm going to stand up for the closing praise.
[01:28:03.340 --> 01:28:03.400]   I'm going to stand up for the closing praise.
[01:28:03.400 --> 01:28:03.480]   I'm going to stand up for the closing praise.
[01:28:03.480 --> 01:28:03.500]   I'm going to stand up for the closing praise.
[01:28:03.500 --> 01:28:03.580]   I'm going to stand up for the closing praise.
[01:28:03.580 --> 01:28:03.660]   I'm going to stand up for the closing praise.
[01:28:03.660 --> 01:28:07.640]   I'm going to stand up for the closing praise.
[01:28:07.640 --> 01:28:37.660]   I'm going to stand up for the closing praise.
[01:28:37.660 --> 01:28:37.660]   I'm going to stand up for the closing praise.
[01:28:37.660 --> 01:28:37.660]   I'm going to stand up for the closing praise.
[01:28:37.660 --> 01:28:37.660]   I'm going to stand up for the closing praise.
[01:28:37.660 --> 01:28:37.660]   I'm going to stand up for the closing praise.
[01:28:37.680 --> 01:29:07.680]   I'm going to stand up for the closing praise.
[01:29:07.680 --> 01:29:07.680]   I'm going to stand up for the closing praise.
[01:29:07.680 --> 01:29:07.680]   I'm going to stand up for the closing praise.
[01:29:07.680 --> 01:29:07.680]   I'm going to stand up for the closing praise.
[01:29:07.680 --> 01:29:07.680]   I'm going to stand up for the closing praise.
[01:29:07.680 --> 01:29:07.680]   I'm going to stand up for the closing praise.
[01:29:07.680 --> 01:29:07.680]   I'm going to stand up for the closing praise.
[01:29:07.680 --> 01:29:07.680]   I'm going to stand up for the closing praise.
[01:29:07.680 --> 01:29:07.680]   I'm going to stand up for the closing praise.
[01:29:07.680 --> 01:29:07.680]   I'm going to stand up for the closing praise.
[01:29:07.680 --> 01:29:07.680]   I'm going to stand up for the closing praise.
[01:29:07.680 --> 01:29:07.680]   I'm going to stand up for the closing praise.
[01:29:07.680 --> 01:29:07.680]   I'm going to stand up for the closing praise.
[01:29:07.680 --> 01:29:07.680]   I'm going to stand up for the closing praise.
[01:29:07.680 --> 01:29:07.680]   I'm going to stand up for the closing praise.
[01:29:07.680 --> 01:29:07.680]   I'm going to stand up for the closing praise.
[01:29:07.820 --> 01:29:37.700]   I'm going to stand up for the closing praise.
[01:29:37.700 --> 01:29:37.700]   I'm going to stand up for the closing praise.
[01:29:37.700 --> 01:29:37.700]   I'm going to stand up for the closing praise.
[01:29:37.720 --> 01:30:07.720]   I'm going to stand up for the closing praise.
[01:30:07.720 --> 01:30:07.720]   I'm going to stand up for the closing praise.
[01:30:07.720 --> 01:30:07.720]   I'm going to stand up for the closing praise.
[01:30:07.720 --> 01:30:07.720]   I'm going to stand up for the closing praise.
[01:30:07.720 --> 01:30:07.720]   I'm going to stand up for the closing praise.
[01:30:07.720 --> 01:30:07.720]   I'm going to stand up for the closing praise.
[01:30:07.720 --> 01:30:07.720]   I'm going to stand up for the closing praise.
[01:30:07.720 --> 01:30:07.720]   I'm going to stand up for the closing praise.
[01:30:07.720 --> 01:30:07.720]   I'm going to stand up for the closing praise.
[01:30:07.720 --> 01:30:07.720]   I'm going to stand up for the closing praise.
[01:30:07.720 --> 01:30:07.720]   I'm going to stand up for the closing praise.
[01:30:07.720 --> 01:30:07.720]   I'm going to stand up for the closing praise.
[01:30:07.720 --> 01:30:07.720]   I'm going to stand up for the closing praise.
[01:30:07.720 --> 01:30:07.720]   I'm going to stand up for the closing praise.
[01:30:07.720 --> 01:30:07.720]   I'm going to stand up for the closing praise.
[01:30:07.720 --> 01:30:37.740]   I'm going to stand up for the closing praise.
[01:30:37.740 --> 01:30:37.740]   I'm going to stand up for the closing praise.
[01:30:37.740 --> 01:30:37.740]   I'm going to stand up for the closing praise.
[01:30:37.740 --> 01:30:37.740]   I'm going to stand up for the closing praise.
[01:30:37.740 --> 01:30:37.740]   I'm going to stand up for the closing praise.
[01:30:37.740 --> 01:30:37.740]   I'm going to stand up for the closing praise.
[01:30:37.740 --> 01:30:37.740]   I'm going to stand up for the closing praise.
[01:30:37.780 --> 01:31:07.760]   ado.
[01:31:07.760 --> 01:31:07.760]   I'm going to stand up for the closing praise.
[01:31:07.760 --> 01:31:07.760]   I'm going to stand up for the closing praise.
[01:31:07.760 --> 01:31:07.760]   I'm going to stand up for the closing praise.
[01:31:07.760 --> 01:31:07.760]   I'm going to stand up for the closing praise.
[01:31:07.760 --> 01:31:07.760]   I'm going to stand up for the closing praise.
[01:31:07.760 --> 01:31:07.760]   I'm going to stand up for the closing praise.
[01:31:07.760 --> 01:31:07.760]   I'm going to stand up for the closing praise.
[01:31:07.760 --> 01:31:07.760]   I'm going to stand up for the closing praise.
[01:31:07.760 --> 01:31:07.760]   I'm going to stand up for the closing praise.
[01:31:07.760 --> 01:31:07.760]   I'm going to stand up for the closing praise.
[01:31:07.760 --> 01:31:07.760]   I'm going to stand up for the closing praise.
[01:31:07.760 --> 01:31:07.760]   I'm going to stand up for the closing praise.
[01:31:07.760 --> 01:31:07.760]   I'm going to stand up for the closing praise.
[01:31:07.760 --> 01:31:07.760]   I'm going to stand up for the closing praise.
[01:31:07.760 --> 01:31:07.760]   I'm going to stand up for the closing praise.
[01:31:07.760 --> 01:31:07.760]   I'm going to stand up for the closing praise.
[01:31:07.760 --> 01:31:37.780]   I'm going to stand up for the closing praise.
[01:31:37.780 --> 01:32:07.800]   I'm going to stand up for the closing praise.
[01:32:07.800 --> 01:32:07.800]   Let's pray.
[01:32:07.820 --> 01:32:37.820]   Let's pray.
[01:32:37.820 --> 01:32:37.820]   We pray that you would be an overflow of the powerful work that you are doing.
[01:32:37.820 --> 01:32:37.820]   We pray that you would be an overflow of the powerful work that you are doing.
[01:32:37.820 --> 01:32:37.820]   We pray that you would be an overflow of the powerful work that you are doing.
[01:32:37.820 --> 01:32:37.820]   We pray that you would be an overflow of the powerful work that you are doing.
[01:32:37.820 --> 01:32:37.820]   We pray that you would be an overflow of the powerful work that you are doing.
[01:32:37.820 --> 01:32:37.820]   We pray that you would be an overflow of the powerful work that you are doing.
[01:32:37.820 --> 01:32:37.820]   We pray that you would be an overflow of the powerful work that you are doing.
[01:32:37.820 --> 01:32:37.820]   We pray that you would be an overflow of the powerful work that you are doing.
[01:32:37.820 --> 01:32:37.820]   We pray that you would be an overflow of the powerful work that you are doing.
[01:32:37.820 --> 01:32:37.820]   We pray that you would be an overflow of the powerful work that you are doing.
[01:32:37.820 --> 01:32:37.820]   We pray that you would be an overflow of the powerful work that you are doing.
[01:32:37.820 --> 01:33:07.840]   "We pray that you would be an overflow of the powerful work that you are doing.
[01:33:07.840 --> 01:33:07.840]   We pray that you would be an overflow of the powerful work that you are doing.
[01:33:07.840 --> 01:33:07.840]   We pray that you would be an overflow of the powerful work that you are doing.
[01:33:07.840 --> 01:33:07.840]   We pray that you would be an overflow of the powerful work that you are doing.
[01:33:07.840 --> 01:33:07.840]   We pray that you would be an overflow of the powerful work that you are doing.
[01:33:07.860 --> 01:33:37.860]   We pray that you would be an overflow of the powerful work that you are doing.
[01:33:37.860 --> 01:33:37.860]   We pray that you would be an overflow of the powerful work that you are doing.
[01:33:37.860 --> 01:33:37.860]   We pray that you would be an overflow of the powerful work that you are doing.
[01:33:37.860 --> 01:33:37.860]   We pray that you would be an overflow of the powerful work that you are doing.
[01:33:37.860 --> 01:33:37.860]   We pray that you would be an overflow of the powerful work that you are doing.
[01:33:37.860 --> 01:33:37.860]   We pray that you would be an overflow of the powerful work that you are doing.
[01:33:37.860 --> 01:33:37.860]   We pray that you would be an overflow of the powerful work that you are doing.
[01:33:37.860 --> 01:33:37.860]   We pray that you would be an overflow of the powerful work that you are doing.
[01:33:37.860 --> 01:33:37.860]   We pray that you would be an overflow of the powerful work that you are doing.
[01:33:37.860 --> 01:33:37.860]   We pray that you would be an overflow of the powerful work that you are doing.
[01:33:37.860 --> 01:33:37.860]   We pray that you would be an overflow of the powerful work that you are doing.
[01:33:37.900 --> 01:34:07.880]   We pray that you would be an overflow of the powerful work that you are doing.
[01:34:07.880 --> 01:34:07.880]   We pray that you would be an overflow of the powerful work that you are doing.
[01:34:07.920 --> 01:34:33.900]   We pray that you would take my place.

