
[00:00:00.000 --> 00:00:29.980]   . . . .
[00:48:08.580 --> 00:48:09.580]   God is gracious near the Lord I retreat
[00:48:09.580 --> 00:48:11.580]   God is gracious near the Lord I retreat
[00:48:11.580 --> 00:48:13.580]   God is gracious near the Lord I retreat
[00:48:13.580 --> 00:48:15.580]   God is gracious near the Lord I retreat
[00:48:15.580 --> 00:48:16.580]   God is gracious near the Lord I retreat
[00:48:16.580 --> 00:48:18.580]   God is gracious near the Lord I retreat
[00:48:18.580 --> 00:48:19.580]   God is gracious near the Lord I retreat
[00:48:19.580 --> 00:48:20.580]   God is gracious near the Lord I retreat
[00:48:20.580 --> 00:48:21.580]   God is gracious near the Lord I retreat
[00:48:21.580 --> 00:48:22.580]   God is gracious near the Lord I retreat
[00:48:22.580 --> 00:48:23.580]   God is gracious near the Lord I retreat
[00:48:23.580 --> 00:48:24.580]   God is gracious near the Lord I retreat
[00:48:24.580 --> 00:48:25.580]   God is gracious near the Lord I retreat
[00:48:25.580 --> 00:48:26.580]   God is gracious near the Lord I retreat
[00:48:26.580 --> 00:48:27.580]   God is gracious near the Lord I retreat
[00:48:27.580 --> 00:48:28.580]   God is gracious near the Lord I retreat
[00:48:28.580 --> 00:48:29.580]   God is gracious near the Lord I retreat
[00:48:29.580 --> 00:48:30.580]   God is gracious near the Lord I retreat
[00:48:30.580 --> 00:48:31.580]   God is gracious near the Lord I retreat
[00:48:31.580 --> 00:48:32.580]   God is gracious near the Lord I retreat
[00:48:32.580 --> 00:48:33.580]   God is gracious near the Lord I retreat
[00:48:33.580 --> 00:48:34.580]   God is gracious near the Lord I retreat
[00:48:34.580 --> 00:48:36.580]   God is gracious near the Lord I retreat
[00:48:36.580 --> 00:48:38.580]   God is gracious near the Lord I retreat
[00:48:38.580 --> 00:48:39.580]   God is gracious near the Lord I retreat
[00:48:39.580 --> 00:48:41.580]   God is gracious near the Lord I retreat
[00:48:41.580 --> 00:48:42.580]   God is gracious near the Lord I retreat
[00:48:42.580 --> 00:48:43.580]   God is gracious near the Lord I retreat
[00:48:43.580 --> 00:48:44.580]   God is gracious near the Lord I retreat
[00:48:44.580 --> 00:48:45.580]   God is gracious near the Lord I retreat
[00:48:45.580 --> 00:48:46.580]   God is gracious near the Lord I retreat
[00:48:46.580 --> 00:48:47.580]   God is gracious near the Lord I retreat
[00:48:47.580 --> 00:48:48.580]   God is gracious near the Lord I retreat
[00:48:48.580 --> 00:48:49.580]   God is gracious near the Lord I retreat
[00:48:49.580 --> 00:48:50.580]   God is gracious near the Lord I retreat
[00:48:50.580 --> 00:48:51.580]   God is gracious near the Lord I retreat
[00:48:51.580 --> 00:48:52.580]   God is gracious near the Lord I retreat
[00:48:52.580 --> 00:48:53.580]   God is gracious near the Lord I retreat
[00:48:53.580 --> 00:48:54.580]   God is gracious near the Lord I retreat
[00:48:54.580 --> 00:48:55.580]   God is gracious near the Lord I retreat
[00:48:55.580 --> 00:48:56.580]   God is gracious near the Lord I retreat
[00:48:56.580 --> 00:48:57.580]   God is gracious near the Lord I retreat
[00:48:57.580 --> 00:48:59.580]   God is gracious near the Lord I retreat
[00:48:59.580 --> 00:49:00.580]   God is gracious near the Lord I retreat
[00:49:00.580 --> 00:49:01.580]   God is gracious near the Lord I retreat
[00:49:01.580 --> 00:49:02.580]   God is gracious near the Lord I retreat
[00:49:02.580 --> 00:49:03.580]   God is gracious near the Lord I retreat
[00:49:03.580 --> 00:49:04.580]   God is gracious near the Lord I retreat
[00:49:04.580 --> 00:49:05.580]   God is gracious near the Lord I retreat
[00:49:05.580 --> 00:49:06.580]   God is gracious near the Lord I retreat
[00:49:06.580 --> 00:49:07.580]   God is gracious near the Lord I retreat
[00:49:07.580 --> 00:49:08.580]   God is gracious near the Lord I retreat
[00:49:08.580 --> 00:49:09.580]   God is gracious near the Lord I retreat
[00:49:09.580 --> 00:49:10.580]   God is gracious near the Lord I retreat
[00:49:10.580 --> 00:49:11.580]   God is gracious near the Lord I retreat
[00:49:11.580 --> 00:49:12.580]   God is gracious near the Lord I retreat
[00:49:12.580 --> 00:49:13.580]   God is gracious near the Lord I retreat
[00:49:13.580 --> 00:49:14.580]   God is gracious near the Lord I retreat
[00:49:14.580 --> 00:49:15.580]   God is gracious near the Lord I retreat
[00:49:15.580 --> 00:49:16.580]   God is gracious near the Lord I retreat
[00:49:16.580 --> 00:49:17.580]   God is gracious near the Lord I retreat
[00:49:17.580 --> 00:49:19.580]   God is gracious near the Lord I retreat
[00:49:19.580 --> 00:49:20.580]   God is gracious near the Lord I retreat
[00:49:20.580 --> 00:49:22.580]   God is gracious near the Lord I retreat
[00:49:22.580 --> 00:49:24.580]   God is gracious near the Lord I retreat
[00:49:24.580 --> 00:49:25.580]   God is gracious near the Lord I retreat
[00:49:25.580 --> 00:49:26.580]   God is gracious near the Lord I retreat
[00:49:26.580 --> 00:49:27.580]   God is gracious near the Lord I retreat
[00:49:27.580 --> 00:49:28.580]   God is gracious near the Lord I retreat
[00:49:28.580 --> 00:49:29.580]   God is gracious near the Lord I retreat
[00:49:29.580 --> 00:49:30.580]   God is gracious near the Lord I retreat
[00:49:30.580 --> 00:49:31.580]   God is gracious near the Lord I retreat
[00:49:31.580 --> 00:49:32.580]   God is gracious near the Lord I retreat
[00:49:32.580 --> 00:49:33.580]   God is gracious near the Lord I retreat
[00:49:33.580 --> 00:49:34.580]   God is gracious near the Lord I retreat
[00:49:34.580 --> 00:49:35.580]   God is gracious near the Lord I retreat
[00:49:35.580 --> 00:49:36.580]   God is gracious near the Lord I retreat
[00:49:36.580 --> 00:49:37.580]   God is gracious near the Lord I retreat
[00:49:37.580 --> 00:49:38.580]   God is gracious near the Lord I retreat
[00:49:38.580 --> 00:49:39.580]   God is gracious near the Lord I retreat
[00:49:39.580 --> 00:49:40.580]   God is gracious near the Lord I retreat
[00:49:40.580 --> 00:49:42.580]   God is gracious near the Lord I retreat
[00:49:42.580 --> 00:49:43.580]   God is gracious near the Lord I retreat
[00:49:43.580 --> 00:49:45.580]   God is gracious near the Lord I retreat
[00:49:45.580 --> 00:49:47.580]   God is gracious near the Lord I retreat
[00:49:47.580 --> 00:49:48.580]   God is gracious near the Lord I retreat
[00:49:48.580 --> 00:49:49.580]   God is gracious near the Lord I retreat
[00:49:49.580 --> 00:49:50.580]   God is gracious near the Lord I retreat
[00:49:50.580 --> 00:49:51.580]   God is gracious near the Lord I retreat
[00:49:51.580 --> 00:49:52.580]   God is gracious near the Lord I retreat
[00:49:52.580 --> 00:49:53.580]   God is gracious near the Lord I retreat
[00:49:53.580 --> 00:49:54.580]   God is gracious near the Lord I retreat
[00:49:54.580 --> 00:49:55.580]   God is gracious near the Lord I retreat
[00:49:55.580 --> 00:49:56.580]   God is gracious near the Lord I retreat
[00:49:56.580 --> 00:49:57.580]   God is gracious near the Lord I retreat
[00:49:57.580 --> 00:49:58.580]   God is gracious near the Lord I retreat
[00:49:58.580 --> 00:49:59.580]   God is gracious near the Lord I retreat
[00:49:59.580 --> 00:50:00.580]   God is gracious near the Lord I retreat
[00:50:00.580 --> 00:50:01.580]   God is gracious near the Lord I retreat
[00:50:01.580 --> 00:50:02.580]   God is gracious near the Lord I retreat
[00:50:02.580 --> 00:50:03.580]   God is gracious near the Lord I retreat
[00:50:03.580 --> 00:50:05.580]   God is gracious near the Lord I retreat
[00:50:05.580 --> 00:50:06.580]   God is gracious near the Lord I retreat
[00:50:06.580 --> 00:50:08.580]   God is gracious near the Lord I retreat
[00:50:08.580 --> 00:50:10.580]   God is gracious near the Lord I retreat
[00:50:10.580 --> 00:50:11.580]   God is gracious near the Lord I retreat
[00:50:11.580 --> 00:50:13.580]   God is gracious near the Lord I retreat
[00:50:13.580 --> 00:50:14.580]   God is gracious near the Lord I retreat
[00:50:14.580 --> 00:50:15.580]   God is gracious near the Lord I retreat
[00:50:15.580 --> 00:50:16.580]   God is gracious near the Lord I retreat
[00:50:16.580 --> 00:50:17.580]   God is gracious near the Lord I retreat
[00:50:17.580 --> 00:50:18.580]   God is gracious near the Lord I retreat
[00:50:18.580 --> 00:50:19.580]   God is gracious near the Lord I retreat
[00:50:19.580 --> 00:50:20.580]   God is gracious near the Lord I retreat
[00:50:20.580 --> 00:50:21.580]   God is gracious near the Lord I retreat
[00:50:21.580 --> 00:50:22.580]   God is gracious near the Lord I retreat
[00:50:22.580 --> 00:50:23.580]   God is gracious near the Lord I retreat
[00:50:23.580 --> 00:50:24.580]   God is gracious near the Lord I retreat
[00:50:24.580 --> 00:50:25.580]   God is gracious near the Lord I retreat
[00:50:25.580 --> 00:50:26.580]   God is gracious near the Lord I retreat
[00:50:26.580 --> 00:50:27.580]   God is gracious near the Lord I retreat
[00:50:27.580 --> 00:50:28.580]   God is gracious near the Lord I retreat
[00:50:28.580 --> 00:50:29.580]   God is gracious near the Lord I retreat
[00:50:29.580 --> 00:50:30.580]   God is gracious near the Lord I retreat
[00:50:30.580 --> 00:50:31.580]   God is gracious near the Lord I retreat
[00:50:31.580 --> 00:50:33.580]   God is gracious near the Lord I retreat
[00:50:33.580 --> 00:50:34.580]   God is gracious near the Lord I retreat
[00:50:34.580 --> 00:50:35.580]   God is gracious near the Lord I retreat
[00:50:35.580 --> 00:50:36.580]   God is gracious near the Lord I retreat
[00:50:36.580 --> 00:50:37.580]   God is gracious near the Lord I retreat
[00:50:37.580 --> 00:50:38.580]   God is gracious near the Lord I retreat
[00:50:38.580 --> 00:50:39.580]   God is gracious near the Lord I retreat
[00:50:39.580 --> 00:50:40.580]   God is gracious near the Lord I retreat
[00:50:40.580 --> 00:50:41.580]   God is gracious near the Lord I retreat
[00:50:41.580 --> 00:50:42.580]   God is gracious near the Lord I retreat
[00:50:42.580 --> 00:50:43.580]   God is gracious near the Lord I retreat
[00:50:43.580 --> 00:50:44.580]   God is gracious near the Lord I retreat
[00:50:44.580 --> 00:50:45.580]   God is gracious near the Lord I retreat
[00:50:45.580 --> 00:50:46.580]   God is gracious near the Lord I retreat
[00:50:46.580 --> 00:50:47.580]   God is gracious near the Lord I retreat
[00:50:47.580 --> 00:50:48.580]   God is gracious near the Lord I retreat
[00:50:48.580 --> 00:50:49.580]   God is gracious near the Lord I retreat
[00:50:49.580 --> 00:50:51.580]   God is gracious near the Lord I retreat
[00:50:51.580 --> 00:50:52.580]   God is gracious near the Lord I retreat
[00:50:52.580 --> 00:50:54.580]   God is gracious near the Lord I retreat
[00:50:54.580 --> 00:50:56.580]   God is gracious near the Lord I retreat
[00:50:56.580 --> 00:50:57.580]   God is gracious near the Lord I retreat
[00:50:57.580 --> 00:50:59.580]   God is gracious near the Lord I retreat
[00:50:59.580 --> 00:51:00.580]   God is gracious near the Lord I retreat
[00:51:00.580 --> 00:51:01.580]   God is gracious near the Lord I retreat
[00:51:01.580 --> 00:51:02.580]   God is gracious near the Lord I retreat
[00:51:02.580 --> 00:51:03.580]   God is gracious near the Lord I retreat
[00:51:03.580 --> 00:51:04.580]   God is gracious near the Lord I retreat
[00:51:04.580 --> 00:51:05.580]   God is gracious near the Lord I retreat
[00:51:05.580 --> 00:51:06.580]   God is gracious near the Lord I retreat
[00:51:06.580 --> 00:51:07.580]   God is gracious near the Lord I retreat
[00:51:07.580 --> 00:51:08.580]   God is gracious near the Lord I retreat
[00:51:08.580 --> 00:51:09.580]   God is gracious near the Lord I retreat
[00:51:09.580 --> 00:51:10.580]   God is gracious near the Lord I retreat
[00:51:10.580 --> 00:51:11.580]   God is gracious near the Lord I retreat
[00:51:11.580 --> 00:51:12.580]   God is gracious near the Lord I retreat
[00:51:12.580 --> 00:51:13.580]   God is gracious near the Lord I retreat
[00:51:13.580 --> 00:51:14.580]   God is gracious near the Lord I retreat
[00:51:14.580 --> 00:51:15.580]   God is gracious near the Lord I retreat
[00:51:15.580 --> 00:51:16.580]   God is gracious near the Lord I retreat
[00:51:16.580 --> 00:51:17.580]   God is gracious near the Lord I retreat
[00:51:17.580 --> 00:51:20.580]   God is gracious near the Lord I retreat
[00:51:20.580 --> 00:51:22.580]   God is gracious near the Lord I retreat
[00:51:22.580 --> 00:51:23.580]   God is gracious near the Lord I retreat
[00:51:23.580 --> 00:51:24.580]   God is gracious near the Lord I retreat
[00:51:24.580 --> 00:51:25.580]   God is gracious near the Lord I retreat
[00:51:25.580 --> 00:51:26.580]   God is gracious near the Lord I retreat
[00:51:26.580 --> 00:51:27.580]   God is gracious near the Lord I retreat
[00:51:27.580 --> 00:51:28.580]   God is gracious near the Lord I retreat
[00:51:28.580 --> 00:51:29.580]   God is gracious near the Lord I retreat
[00:51:29.580 --> 00:51:30.580]   God is gracious near the Lord I retreat
[00:51:30.580 --> 00:51:31.580]   God is gracious near the Lord I retreat
[00:51:31.580 --> 00:51:32.580]   God is gracious near the Lord I retreat
[00:51:32.580 --> 00:51:33.580]   God is gracious near the Lord I retreat
[00:51:33.580 --> 00:51:34.580]   God is gracious near the Lord I retreat
[00:51:34.580 --> 00:51:35.580]   God is gracious near the Lord I retreat
[00:51:35.580 --> 00:51:36.580]   God is gracious near the Lord I retreat
[00:51:36.580 --> 00:51:37.580]   God is gracious near the Lord I retreat
[00:51:37.580 --> 00:51:38.580]   God is gracious near the Lord I retreat
[00:51:38.580 --> 00:51:39.580]   God is gracious near the Lord I retreat
[00:51:39.580 --> 00:51:40.580]   God is gracious near the Lord I retreat
[00:51:40.580 --> 00:51:42.580]   God is gracious near the Lord I retreat
[00:51:42.580 --> 00:51:43.580]   God is gracious near the Lord I retreat
[00:51:43.580 --> 00:51:44.580]   God is gracious near the Lord I retreat
[00:51:44.580 --> 00:51:45.580]   God is gracious near the Lord I retreat
[00:51:45.580 --> 00:51:46.580]   God is gracious near the Lord I retreat
[00:51:46.580 --> 00:51:47.580]   God is gracious near the Lord I retreat
[00:51:47.580 --> 00:51:48.580]   God is gracious near the Lord I retreat
[00:51:48.580 --> 00:51:49.580]   God is gracious near the Lord I retreat
[00:51:49.580 --> 00:51:50.580]   God is gracious near the Lord I retreat
[00:51:50.580 --> 00:51:51.580]   God is gracious near the Lord I retreat
[00:51:51.580 --> 00:51:52.580]   God is gracious near the Lord I retreat
[00:51:52.580 --> 00:51:53.580]   God is gracious near the Lord I retreat
[00:51:53.580 --> 00:51:54.580]   God is gracious near the Lord I retreat
[00:51:54.580 --> 00:51:55.580]   God is gracious near the Lord I retreat
[00:51:55.580 --> 00:51:56.580]   God is gracious near the Lord I retreat
[00:51:56.580 --> 00:51:57.580]   God is gracious near the Lord I retreat
[00:51:57.580 --> 00:51:58.580]   God is gracious near the Lord I retreat
[00:51:58.580 --> 00:51:59.580]   God is gracious near the Lord I retreat
[00:51:59.580 --> 00:52:00.580]   God is gracious near the Lord I retreat
[00:52:00.580 --> 00:52:01.580]   God is gracious near the Lord I retreat
[00:52:01.580 --> 00:52:03.580]   God is gracious near the Lord I retreat
[00:52:03.580 --> 00:52:04.580]   God is gracious near the Lord I retreat
[00:52:04.580 --> 00:52:05.580]   God is gracious near the Lord I retreat
[00:52:05.580 --> 00:52:06.580]   God is gracious near the Lord I retreat
[00:52:06.580 --> 00:52:07.580]   God is gracious near the Lord I retreat
[00:52:07.580 --> 00:52:08.580]   God is gracious near the Lord I retreat
[00:52:08.580 --> 00:52:09.580]   God is gracious near the Lord I retreat
[00:52:09.580 --> 00:52:10.580]   God is gracious near the Lord I retreat
[00:52:10.580 --> 00:52:11.580]   God is gracious near the Lord I retreat
[00:52:11.580 --> 00:52:12.580]   God is gracious near the Lord I retreat
[00:52:12.580 --> 00:52:13.580]   God is gracious near the Lord I retreat
[00:52:13.580 --> 00:52:14.580]   God is gracious near the Lord I retreat
[00:52:14.580 --> 00:52:15.580]   God is gracious near the Lord I retreat
[00:52:15.580 --> 00:52:16.580]   God is gracious near the Lord I retreat
[00:52:16.580 --> 00:52:17.580]   God is gracious near the Lord I retreat
[00:52:17.580 --> 00:52:18.580]   God is gracious near the Lord I retreat
[00:52:18.580 --> 00:52:19.580]   God is gracious near the Lord I retreat
[00:52:19.580 --> 00:52:20.580]   God is gracious near the Lord I retreat
[00:52:20.580 --> 00:52:22.580]   God is gracious near the Lord I retreat
[00:52:22.580 --> 00:52:23.580]   God is gracious near the Lord I retreat
[00:52:23.580 --> 00:52:24.580]   God is gracious near the Lord I retreat
[00:52:24.580 --> 00:52:26.580]   God is gracious near the Lord I retreat
[00:52:26.580 --> 00:52:28.580]   God is gracious near the Lord I retreat
[00:52:28.580 --> 00:52:29.580]   God is gracious near the Lord I retreat
[00:52:29.580 --> 00:52:30.580]   God is gracious near the Lord I retreat
[00:52:30.580 --> 00:52:31.580]   God is gracious near the Lord I retreat
[00:52:31.580 --> 00:52:32.580]   God is gracious near the Lord I retreat
[00:52:32.580 --> 00:52:33.580]   God is gracious near the Lord I retreat
[00:52:33.580 --> 00:52:34.580]   God is gracious near the Lord I retreat
[00:52:34.580 --> 00:52:35.580]   God is gracious near the Lord I retreat
[00:52:35.580 --> 00:52:36.580]   God is gracious near the Lord I retreat
[00:52:36.580 --> 00:52:37.580]   God is gracious near the Lord I retreat
[00:52:37.580 --> 00:52:38.580]   God is gracious near the Lord I retreat
[00:52:38.580 --> 00:52:39.580]   God is gracious near the Lord I retreat
[00:52:39.580 --> 00:52:40.580]   God is gracious near the Lord I retreat
[00:52:40.580 --> 00:52:41.580]   God is gracious near the Lord I retreat
[00:52:41.580 --> 00:52:42.580]   God is gracious near the Lord I retreat
[00:52:42.580 --> 00:52:43.580]   God is gracious near the Lord I retreat
[00:52:43.580 --> 00:52:44.580]   God is gracious near the Lord I retreat
[00:52:44.580 --> 00:52:45.580]   God is gracious near the Lord I retreat
[00:52:45.580 --> 00:52:46.580]   God is gracious near the Lord I retreat
[00:52:46.580 --> 00:52:47.580]   God is gracious near the Lord I retreat
[00:52:47.580 --> 00:52:49.580]   God is gracious near the Lord I retreat
[00:52:49.580 --> 00:52:51.580]   God is gracious near the Lord I retreat
[00:52:51.580 --> 00:52:52.580]   God is gracious near the Lord I retreat
[00:52:52.580 --> 00:52:53.580]   God is gracious near the Lord I retreat
[00:52:53.580 --> 00:52:54.580]   God is gracious near the Lord I retreat
[00:52:54.580 --> 00:52:55.580]   God is gracious near the Lord I retreat
[00:52:55.580 --> 00:52:56.580]   God is gracious near the Lord I retreat
[00:52:56.580 --> 00:52:57.580]   God is gracious near the Lord I retreat
[00:52:57.580 --> 00:52:58.580]   God is gracious near the Lord I retreat
[00:52:58.580 --> 00:52:59.580]   God is gracious near the Lord I retreat
[00:52:59.580 --> 00:53:00.580]   God is gracious near the Lord I retreat
[00:53:00.580 --> 00:53:01.580]   God is gracious near the Lord I retreat
[00:53:01.580 --> 00:53:02.580]   God is gracious near the Lord I retreat
[00:53:02.580 --> 00:53:03.580]   God is gracious near the Lord I retreat
[00:53:03.580 --> 00:53:04.580]   God is gracious near the Lord I retreat
[00:53:04.580 --> 00:53:05.580]   God is gracious near the Lord I retreat
[00:53:05.580 --> 00:53:06.580]   God is gracious near the Lord I retreat
[00:53:06.580 --> 00:53:07.580]   God is gracious near the Lord I retreat
[00:53:07.580 --> 00:53:09.580]   God is gracious near the Lord I retreat
[00:53:09.580 --> 00:53:10.580]   God is gracious near the Lord I retreat
[00:53:10.580 --> 00:53:12.580]   God is gracious near the Lord I retreat
[00:53:12.580 --> 00:53:13.580]   God is gracious near the Lord I retreat
[00:53:13.580 --> 00:53:14.580]   God is gracious near the Lord I retreat
[00:53:14.580 --> 00:53:15.580]   God is gracious near the Lord I retreat
[00:53:15.580 --> 00:53:17.580]   God is gracious near the Lord I retreat
[00:53:17.580 --> 00:53:18.580]   God is gracious near the Lord I retreat
[00:53:18.580 --> 00:53:19.580]   God is gracious near the Lord I retreat
[00:53:19.580 --> 00:53:20.580]   God is gracious near the Lord I retreat
[00:53:20.580 --> 00:53:21.580]   God is gracious near the Lord I retreat
[00:53:21.580 --> 00:53:22.580]   God is gracious near the Lord I retreat
[00:53:22.580 --> 00:53:23.580]   God is gracious near the Lord I retreat
[00:53:23.580 --> 00:53:24.580]   God is gracious near the Lord I retreat
[00:53:24.580 --> 00:53:25.580]   God is gracious near the Lord I retreat
[00:53:25.580 --> 00:53:26.580]   God is gracious near the Lord I retreat
[00:53:26.580 --> 00:53:27.580]   God is gracious near the Lord I retreat
[00:53:27.580 --> 00:53:28.580]   God is gracious near the Lord I retreat
[00:53:28.580 --> 00:53:29.580]   God is gracious near the Lord I retreat
[00:53:29.580 --> 00:53:30.580]   God is gracious near the Lord I retreat
[00:53:30.580 --> 00:53:32.580]   God is gracious near the Lord I retreat
[00:53:32.580 --> 00:53:33.580]   God is gracious near the Lord I retreat
[00:53:33.580 --> 00:53:34.580]   God is gracious near the Lord I retreat
[00:53:34.580 --> 00:53:35.580]   God is gracious near the Lord I retreat
[00:53:35.580 --> 00:53:37.580]   God is gracious near the Lord I retreat
[00:53:37.580 --> 00:53:38.580]   God is gracious near the Lord I retreat
[00:53:38.580 --> 00:53:39.580]   God is gracious near the Lord I retreat
[00:53:39.580 --> 00:53:40.580]   God is gracious near the Lord I retreat
[00:53:40.580 --> 00:53:41.580]   God is gracious near the Lord I retreat
[00:53:41.580 --> 00:53:42.580]   God is gracious near the Lord I retreat
[00:53:42.580 --> 00:53:43.580]   God is gracious near the Lord I retreat
[00:53:43.580 --> 00:53:44.580]   God is gracious near the Lord I retreat
[00:53:44.580 --> 00:53:45.580]   God is gracious near the Lord I retreat
[00:53:45.580 --> 00:53:46.580]   God is gracious near the Lord I retreat
[00:53:46.580 --> 00:53:47.580]   God is gracious near the Lord I retreat
[00:53:47.580 --> 00:53:48.580]   God is gracious near the Lord I retreat
[00:53:48.580 --> 00:53:49.580]   God is gracious near the Lord I retreat
[00:53:49.580 --> 00:53:50.580]   God is gracious near the Lord I retreat
[00:53:50.580 --> 00:53:51.580]   God is gracious near the Lord I retreat
[00:53:51.580 --> 00:53:52.580]   God is gracious near the Lord I retreat
[00:53:52.580 --> 00:53:53.580]   God is gracious near the Lord I retreat
[00:53:53.580 --> 00:53:54.580]   God is gracious near the Lord I retreat
[00:53:54.580 --> 00:53:55.580]   God is gracious near the Lord I retreat
[00:53:55.580 --> 00:53:56.580]   God is gracious near the Lord I retreat
[00:53:56.580 --> 00:53:58.580]   God is gracious near the Lord I retreat
[00:53:58.580 --> 00:54:00.580]   God is gracious near the Lord I retreat
[00:54:00.580 --> 00:54:01.580]   God is gracious near the Lord I retreat
[00:54:01.580 --> 00:54:02.580]   God is gracious near the Lord I retreat
[00:54:02.580 --> 00:54:03.580]   God is gracious near the Lord I retreat
[00:54:03.580 --> 00:54:04.580]   God is gracious near the Lord I retreat
[00:54:04.580 --> 00:54:05.580]   God is gracious near the Lord I retreat
[00:54:05.580 --> 00:54:06.580]   God is gracious near the Lord I retreat
[00:54:06.580 --> 00:54:07.580]   God is gracious near the Lord I retreat
[00:54:07.580 --> 00:54:08.580]   God is gracious near the Lord I retreat
[00:54:08.580 --> 00:54:09.580]   God is gracious near the Lord I retreat
[00:54:09.580 --> 00:54:10.580]   God is gracious near the Lord I retreat
[00:54:10.580 --> 00:54:11.580]   God is gracious near the Lord I retreat
[00:54:11.580 --> 00:54:12.580]   God is gracious near the Lord I retreat
[00:54:12.580 --> 00:54:13.580]   God is gracious near the Lord I retreat
[00:54:13.580 --> 00:54:14.580]   God is gracious near the Lord I retreat
[00:54:14.580 --> 00:54:15.580]   God is gracious near the Lord I retreat
[00:54:15.580 --> 00:54:16.580]   God is gracious near the Lord I retreat
[00:54:16.580 --> 00:54:17.580]   God is gracious near the Lord I retreat
[00:54:17.580 --> 00:54:18.580]   God is gracious near the Lord I retreat
[00:54:18.580 --> 00:54:19.580]   God is gracious near the Lord I retreat
[00:54:19.580 --> 00:54:21.580]   God is gracious near the Lord I retreat
[00:54:21.580 --> 00:54:23.580]   God is gracious near the Lord I retreat
[00:54:23.580 --> 00:54:24.580]   God is gracious near the Lord I retreat
[00:54:24.580 --> 00:54:26.580]   God is gracious near the Lord I retreat
[00:54:26.580 --> 00:54:27.580]   God is gracious near the Lord I retreat
[00:54:27.580 --> 00:54:28.580]   God is gracious near the Lord I retreat
[00:54:28.580 --> 00:54:29.580]   God is gracious near the Lord I retreat
[00:54:29.580 --> 00:54:30.580]   God is gracious near the Lord I retreat
[00:54:30.580 --> 00:54:31.580]   God is gracious near the Lord I retreat
[00:54:31.580 --> 00:54:32.580]   God is gracious near the Lord I retreat
[00:54:32.580 --> 00:54:33.580]   God is gracious near the Lord I retreat
[00:54:33.580 --> 00:54:34.580]   God is gracious near the Lord I retreat
[00:54:34.580 --> 00:54:35.580]   God is gracious near the Lord I retreat
[00:54:35.580 --> 00:54:36.580]   God is gracious near the Lord I retreat
[00:54:36.580 --> 00:54:37.580]   God is gracious near the Lord I retreat
[00:54:37.580 --> 00:54:38.580]   God is gracious near the Lord I retreat
[00:54:38.580 --> 00:54:39.580]   God is gracious near the Lord I retreat
[00:54:39.580 --> 00:54:40.580]   God is gracious near the Lord I retreat
[00:54:40.580 --> 00:54:41.580]   God is gracious near the Lord I retreat
[00:54:41.580 --> 00:54:42.580]   God is gracious near the Lord I retreat
[00:54:42.580 --> 00:54:43.580]   God is gracious near the Lord I retreat
[00:54:43.580 --> 00:54:44.580]   God is gracious near the Lord I retreat
[00:54:44.580 --> 00:54:45.580]   God is gracious near the Lord I retreat
[00:54:45.580 --> 00:54:46.580]   God is gracious near the Lord I retreat
[00:54:46.580 --> 00:54:47.580]   God is gracious near the Lord I retreat
[00:54:47.580 --> 00:54:48.580]   God is gracious near the Lord I retreat
[00:54:48.580 --> 00:54:49.580]   God is gracious near the Lord I retreat
[00:54:49.580 --> 00:54:50.580]   God is gracious near the Lord I retreat
[00:54:50.580 --> 00:54:51.580]   God is gracious near the Lord I retreat
[00:54:51.580 --> 00:54:52.580]   God is gracious near the Lord I retreat
[00:54:52.580 --> 00:54:53.580]   God is gracious near the Lord I retreat
[00:54:53.580 --> 00:54:54.580]   God is gracious near the Lord I retreat
[00:54:54.580 --> 00:54:55.580]   God is gracious near the Lord I retreat
[00:54:55.580 --> 00:54:56.580]   God is gracious near the Lord I retreat
[00:54:56.580 --> 00:54:57.580]   God is gracious near the Lord I retreat
[00:54:57.580 --> 00:54:58.580]   God is gracious near the Lord I retreat
[00:54:58.580 --> 00:54:59.580]   God is gracious near the Lord I retreat
[00:54:59.580 --> 00:55:00.580]   God is gracious near the Lord I retreat
[00:55:00.580 --> 00:55:01.580]   God is gracious near the Lord I retreat
[00:55:01.580 --> 00:55:02.580]   God is gracious near the Lord I retreat
[00:55:02.580 --> 00:55:03.580]   God is gracious near the Lord I retreat
[00:55:03.580 --> 00:55:04.580]   God is gracious near the Lord I retreat
[00:55:04.580 --> 00:55:05.580]   God is gracious near the Lord I retreat
[00:55:05.580 --> 00:55:07.580]   God is gracious near the Lord I retreat
[00:55:07.580 --> 00:55:08.580]   God is gracious near the Lord I retreat
[00:55:08.580 --> 00:55:09.580]   God is gracious near the Lord I retreat
[00:55:09.580 --> 00:55:10.580]   God is gracious near the Lord I retreat
[00:55:10.580 --> 00:55:11.580]   God is gracious near the Lord I retreat
[00:55:11.580 --> 00:55:12.580]   God is gracious near the Lord I retreat
[00:55:12.580 --> 00:55:13.580]   God is gracious near the Lord I retreat
[00:55:13.580 --> 00:55:14.580]   God is gracious near the Lord I retreat
[00:55:14.580 --> 00:55:15.580]   God is gracious near the Lord I retreat
[00:55:15.580 --> 00:55:16.580]   God is gracious near the Lord I retreat
[00:55:16.580 --> 00:55:17.580]   God is gracious near the Lord I retreat
[00:55:17.580 --> 00:55:18.580]   God is gracious near the Lord I retreat
[00:55:18.580 --> 00:55:19.580]   God is gracious near the Lord I retreat
[00:55:19.580 --> 00:55:20.580]   God is gracious near the Lord I retreat
