
[00:00:00.000 --> 00:00:28.980]   [ Music ]
[01:28:56.980 --> 01:29:02.980]   "You have to trust God with everything and with your whole heart completely, not just with some things."
[01:29:02.980 --> 01:29:04.980]   And you're just like, "Are you crazy?
[01:29:04.980 --> 01:29:06.980]   That's what I would say."
[01:29:06.980 --> 01:29:09.980]   Until you get to this point where you realize.
[01:29:09.980 --> 01:29:16.980]   But then he says, "But in you giving yourself and surrendering to God, he will honor you."
[01:29:16.980 --> 01:29:22.980]   And then you realize, "Wow, this guy is so good at little pithy statements."
[01:29:22.980 --> 01:29:27.980]   These prosperity gospels are amazing at these one-liners, "Honor God, he'll honor you.
[01:29:27.980 --> 01:29:30.980]   Let go, let God," and all this kind of stuff.
[01:29:30.980 --> 01:29:32.980]   And it's so catchy.
[01:29:32.980 --> 01:29:34.980]   And I realize that's how people get duped.
[01:29:34.980 --> 01:29:39.980]   It sounds so much like Proverbs.
[01:29:39.980 --> 01:29:41.980]   It sounds so wise.
[01:29:41.980 --> 01:29:43.980]   So how would you respond to that?
[01:29:43.980 --> 01:29:46.980]   And I'm guessing you will actually run into somebody who maybe is discontent.
[01:29:46.980 --> 01:29:49.980]   It's like, "I've been faithful.
[01:29:49.980 --> 01:29:51.980]   I've been faithful to God.
[01:29:51.980 --> 01:29:56.980]   But I'm struggling so much, and I'm always stuck."
[01:29:56.980 --> 01:29:58.980]   They'll ask you, "What gives?
[01:29:58.980 --> 01:30:02.980]   What's up with Proverbs 3 1-10?"
[01:30:02.980 --> 01:30:05.980]   I mean, the weight of blessing and promise is so heavy.
[01:30:05.980 --> 01:30:12.980]   So the question is, to what extent can we hope for earthly blessings and prosperity as we live faithfully?
[01:30:12.980 --> 01:30:16.980]   Well, one extreme on the suffering side is someone might be like, "No."
[01:30:16.980 --> 01:30:21.980]   2 Timothy says, "Anybody who lives a godly life will be persecuted."
[01:30:21.980 --> 01:30:23.980]   Expect nothing but suffering.
[01:30:23.980 --> 01:30:26.980]   You're supposed to expect nothing.
[01:30:26.980 --> 01:30:35.980]   And basically, all your blessings are only in eternity when you die and leave this world.
[01:30:35.980 --> 01:30:38.980]   Is that what you believe?
[01:30:38.980 --> 01:30:44.980]   Or do you lean kind of like, "Well, it does say you'll be blessed."
[01:30:44.980 --> 01:30:50.980]   Because we don't have time to go over everything, all I'm going to say is this.
[01:30:50.980 --> 01:30:59.980]   Obviously, I gave earlier the principle that the wisdom literature is not to be taken as a universal promise or laws of God,
[01:30:59.980 --> 01:31:02.980]   but that it's a way of God or pattern of life.
[01:31:02.980 --> 01:31:06.980]   And I hope that when you're counseling somebody, don't say it like this.
[01:31:06.980 --> 01:31:12.980]   Don't be like, "Pastor Mark said that wisdom literature is not like that."
[01:31:12.980 --> 01:31:20.980]   But rather, give the kind of hope that says, "You know, the scripture is always right and true.
[01:31:20.980 --> 01:31:25.980]   The best, most glorious, the most blessed way is to trust God."
[01:31:25.980 --> 01:31:27.980]   I 100% believe it.
[01:31:27.980 --> 01:31:32.980]   The scripture tells us that our eyes might not see it that way.
[01:31:32.980 --> 01:31:35.980]   Your body may not feel like that, correct?
[01:31:35.980 --> 01:31:44.980]   But 1,000% I believe when God says your inner peace, when God says your overall health, your inner bones,
[01:31:44.980 --> 01:31:51.980]   when God says your prosperity, all of that is in the sovereign hand of God and you need to trust him.
[01:31:51.980 --> 01:31:53.980]   That's true.
[01:31:53.980 --> 01:31:54.980]   It is.
[01:31:54.980 --> 01:31:57.980]   I believe it.
[01:31:57.980 --> 01:32:08.980]   But just one more thought though is in the immediate context in our paragraph, in the context of the rest of Proverbs,
[01:32:08.980 --> 01:32:15.980]   and in the context of the whole Bible, we know the prosperity gospel is just idolatry, right?
[01:32:15.980 --> 01:32:23.980]   Because here, just in looking at the text that we have, what is the emphatic responsibility for me?
[01:32:23.980 --> 01:32:29.980]   The emphatic responsibility for me is to just trust God.
[01:32:29.980 --> 01:32:35.980]   Trust him to the degree where I know that he's going to be true and faithful and I need to just honor him.
[01:32:35.980 --> 01:32:39.980]   The rest of that is just God's responsibility, right?
[01:32:39.980 --> 01:32:42.980]   That's the immediate context.
[01:32:42.980 --> 01:32:51.980]   But also, in the context of the rest of Proverbs, scripture teaches us, "Do not weary yourself to gain wealth.
[01:32:51.980 --> 01:32:54.980]   Cease from your consideration of it.
[01:32:54.980 --> 01:32:57.980]   When you set your eyes on it, it is gone.
[01:32:57.980 --> 01:33:03.980]   For wealth certainly makes itself wings like an eagle that flies toward the heavens."
[01:33:03.980 --> 01:33:04.980]   Okay?
[01:33:04.980 --> 01:33:12.980]   So I hope that that's kind of--I know nobody in here believes like prosperity gospel is true.
[01:33:12.980 --> 01:33:13.980]   Yeah, you know.
[01:33:13.980 --> 01:33:19.980]   But will you run across some people who are kind of wondering like, "Man, I'm so stuck in life.
[01:33:19.980 --> 01:33:21.980]   Where are the answers?"
[01:33:21.980 --> 01:33:24.980]   And they remember singing Proverbs chapter 3.
[01:33:24.980 --> 01:33:29.980]   They remember hearing Proverbs chapter 3 because it's one of the most famous passages in the book of Proverbs.
[01:33:29.980 --> 01:33:30.980]   Yes?
[01:33:30.980 --> 01:33:32.980]   And they say, "Where is this?
[01:33:32.980 --> 01:33:33.980]   Where is this promise of God?
[01:33:33.980 --> 01:33:34.980]   What will you say?"
[01:33:34.980 --> 01:33:35.980]   Right?
[01:33:35.980 --> 01:33:36.980]   "What will you say?"
[01:33:36.980 --> 01:33:45.980]   And my encouragement is I hope we can, just from the study, realize the admonition for us to meditate deeply,
[01:33:45.980 --> 01:33:54.980]   not on just simply the out-product of life, but rather meditating deeply on the call that's emphatic in the text.
[01:33:54.980 --> 01:33:57.980]   I skipped over the slide.
[01:33:57.980 --> 01:34:03.980]   Right there in the middle where it tells us to trust in the Lord and to lean not on our own understanding.
[01:34:03.980 --> 01:34:05.980]   Yes?
[01:34:05.980 --> 01:34:12.980]   The whole segment that we're looking at, it actually points to it, that one line.
[01:34:12.980 --> 01:34:18.980]   You guys don't have to exactly know what a chiastic structure is, and you guys don't have to like, "Oh, is it here?
[01:34:18.980 --> 01:34:19.980]   Is it there?"
[01:34:19.980 --> 01:34:20.980]   All that kind of stuff.
[01:34:20.980 --> 01:34:23.980]   Sometimes it pops out at you, and sometimes it doesn't, you know?
[01:34:23.980 --> 01:34:34.980]   But nevertheless, identifying these key literary devices helps us understand when it comes to our responsibility to live skillfully,
[01:34:34.980 --> 01:34:38.980]   the passage is telling us we have to trust the Lord with everything we've got.
[01:34:38.980 --> 01:34:43.980]   Let's take a moment to pray.
[01:34:43.980 --> 01:34:46.980]   Heavenly Father, we thank you so much.
[01:34:46.980 --> 01:34:54.980]   Again, we thank you because when we meditated this past week during Passion Week, Lord,
[01:34:54.980 --> 01:35:03.980]   we know, Father God, that above and beyond just food for the day, above and beyond overthrowing the government
[01:35:03.980 --> 01:35:09.980]   or having our life so secure, you gave us yourself.
[01:35:09.980 --> 01:35:13.980]   You gave us, Father God, access to you, so thank you.
[01:35:13.980 --> 01:35:17.980]   Here in Proverbs, we hear the same thing.
[01:35:17.980 --> 01:35:19.980]   God, we may be in despair.
[01:35:19.980 --> 01:35:21.980]   We may be poor.
[01:35:21.980 --> 01:35:27.980]   We may be in need of daily bread, but you call us to trust you with everything we've got.
[01:35:27.980 --> 01:35:30.980]   And I pray, Father God, that we would heed this wisdom.
[01:35:30.980 --> 01:35:39.980]   I pray, Father Lord, that we would also experience it, that we would experience the joys where we no longer trust our own might or our power,
[01:35:39.980 --> 01:35:40.980]   but that we trust you.
[01:35:40.980 --> 01:35:41.980]   We thank you.
[01:35:41.980 --> 01:35:42.980]   It's in Christ's name.
[01:35:42.980 --> 01:35:43.980]   Amen.
[01:35:43.980 --> 01:35:44.980]   Okay.
[01:35:44.980 --> 01:35:57.980]   So over here, next week is our last Lesson 10, and we're going to be studying Revelation Chapter 5, 1 through 14, okay?
[01:35:57.980 --> 01:36:04.980]   The handout is—you don't have to, like, read in detail everything because it's going to be just a resource for you.
[01:36:04.980 --> 01:36:06.980]   I summarized.
[01:36:06.980 --> 01:36:15.980]   Here are the general principles of biblical hermeneutics that follows our historical, literal, grammatical way of interpreting things,
[01:36:15.980 --> 01:36:22.980]   and then also genre-specific hermeneutic rules, okay?
[01:36:22.980 --> 01:36:23.980]   Oh, no.
[01:36:23.980 --> 01:36:26.980]   What happened?
[01:36:26.980 --> 01:36:27.980]   Okay.
[01:36:27.980 --> 01:36:28.980]   You know what?
[01:36:28.980 --> 01:36:34.980]   My discussion questions didn't update, so your small group leader should have them.
[01:36:34.980 --> 01:36:42.980]   I'm going to try my best to put this up here and put it on, but you guys can go ahead and go into your discussion time to discuss application, okay?
[01:36:42.980 --> 01:36:44.980]   Thanks, everyone.
[01:36:44.980 --> 01:36:45.980]   Thank you.
[01:36:46.980 --> 01:36:50.980]   [SIDE CONVERSATION]
[01:36:50.980 --> 01:36:53.980]   [SIDE CONVERSATION]
[01:36:53.980 --> 01:36:56.980]   [SIDE CONVERSATION]
[01:36:57.980 --> 01:37:00.980]   [SIDE CONVERSATION]
[01:37:00.980 --> 01:37:25.980]   Okay, cool.
[01:37:25.980 --> 01:37:26.980]   Oh, sorry.
[01:37:26.980 --> 01:37:29.980]   [SIDE CONVERSATION]
[01:37:29.980 --> 01:37:32.980]   [SIDE CONVERSATION]
[01:37:32.980 --> 01:37:35.980]   [SIDE CONVERSATION]
[01:37:35.980 --> 01:37:38.980]   [SIDE CONVERSATION]
[01:37:38.980 --> 01:37:41.980]   [SIDE CONVERSATION]
[01:37:41.980 --> 01:37:44.980]   [SIDE CONVERSATION]
[01:37:44.980 --> 01:37:47.980]   [SIDE CONVERSATION]
[01:37:47.980 --> 01:37:50.980]   [SIDE CONVERSATION]
[01:37:50.980 --> 01:37:53.980]   [SIDE CONVERSATION]
[01:37:53.980 --> 01:37:56.980]   [SIDE CONVERSATION]
[01:37:56.980 --> 01:37:59.980]   [SIDE CONVERSATION]
[01:37:59.980 --> 01:38:02.980]   [SIDE CONVERSATION]
[01:38:02.980 --> 01:38:05.980]   [SIDE CONVERSATION]
[01:38:05.980 --> 01:38:08.980]   [SIDE CONVERSATION]
[01:38:08.980 --> 01:38:11.980]   [SIDE CONVERSATION]
[01:38:11.980 --> 01:38:14.980]   [SIDE CONVERSATION]
[01:38:14.980 --> 01:38:17.980]   [SIDE CONVERSATION]
[01:38:17.980 --> 01:38:20.980]   [SIDE CONVERSATION]
[01:38:20.980 --> 01:38:23.980]   [SIDE CONVERSATION]
[01:38:23.980 --> 01:38:26.980]   [SIDE CONVERSATION]
[01:38:26.980 --> 01:38:29.980]   [SIDE CONVERSATION]
[01:38:29.980 --> 01:38:32.980]   [SIDE CONVERSATION]
[01:38:32.980 --> 01:38:35.980]   [SIDE CONVERSATION]
[01:38:35.980 --> 01:38:38.980]   [SIDE CONVERSATION]
[01:38:38.980 --> 01:38:41.980]   [SIDE CONVERSATION]
[01:38:41.980 --> 01:38:44.980]   [SIDE CONVERSATION]
[01:38:44.980 --> 01:38:47.980]   [SIDE CONVERSATION]
[01:38:47.980 --> 01:38:50.980]   [SIDE CONVERSATION]
[01:38:50.980 --> 01:38:53.980]   [SIDE CONVERSATION]
[01:38:53.980 --> 01:38:56.980]   [SIDE CONVERSATION]
[01:38:56.980 --> 01:38:59.980]   [SIDE CONVERSATION]
[01:38:59.980 --> 01:39:02.980]   [SIDE CONVERSATION]
[01:39:02.980 --> 01:39:05.980]   [SIDE CONVERSATION]
[01:39:05.980 --> 01:39:08.980]   [SIDE CONVERSATION]
[01:39:08.980 --> 01:39:11.980]   [SIDE CONVERSATION]
[01:39:11.980 --> 01:39:14.980]   [SIDE CONVERSATION]
[01:39:14.980 --> 01:39:17.980]   [SIDE CONVERSATION]
[01:39:17.980 --> 01:39:20.980]   [SIDE CONVERSATION]
[01:39:20.980 --> 01:39:23.980]   [SIDE CONVERSATION]
[01:39:23.980 --> 01:39:26.980]   [SIDE CONVERSATION]
[01:39:26.980 --> 01:39:29.980]   [SIDE CONVERSATION]
[01:39:29.980 --> 01:39:32.980]   [SIDE CONVERSATION]
[01:39:32.980 --> 01:39:35.980]   [SIDE CONVERSATION]
[01:39:35.980 --> 01:39:38.980]   [SIDE CONVERSATION]
[01:39:38.980 --> 01:39:41.980]   [SIDE CONVERSATION]
[01:39:41.980 --> 01:39:44.980]   [SIDE CONVERSATION]
[01:39:44.980 --> 01:39:47.980]   [SIDE CONVERSATION]
[01:39:47.980 --> 01:39:50.980]   [SIDE CONVERSATION]
[01:39:50.980 --> 01:39:53.980]   [SIDE CONVERSATION]
[01:39:53.980 --> 01:39:56.980]   [SIDE CONVERSATION]
[01:39:56.980 --> 01:39:59.980]   [SIDE CONVERSATION]
[01:39:59.980 --> 01:40:02.980]   [SIDE CONVERSATION]
[01:40:02.980 --> 01:40:05.980]   [SIDE CONVERSATION]
[01:40:05.980 --> 01:40:08.980]   [SIDE CONVERSATION]
[01:40:08.980 --> 01:40:11.980]   [SIDE CONVERSATION]
[01:40:11.980 --> 01:40:14.980]   [SIDE CONVERSATION]
[01:40:14.980 --> 01:40:17.980]   [SIDE CONVERSATION]
[01:40:17.980 --> 01:40:20.980]   [SIDE CONVERSATION]
[01:40:20.980 --> 01:40:23.980]   [SIDE CONVERSATION]
[01:40:23.980 --> 01:40:26.980]   [SIDE CONVERSATION]
[01:40:26.980 --> 01:40:29.980]   [SIDE CONVERSATION]
[01:40:29.980 --> 01:40:32.980]   [SIDE CONVERSATION]
[01:40:32.980 --> 01:40:35.980]   [SIDE CONVERSATION]
[01:40:35.980 --> 01:40:38.980]   [SIDE CONVERSATION]
[01:40:38.980 --> 01:40:41.980]   [SIDE CONVERSATION]
[01:40:41.980 --> 01:40:44.980]   [SIDE CONVERSATION]
[01:40:44.980 --> 01:40:47.980]   [SIDE CONVERSATION]
[01:40:47.980 --> 01:40:50.980]   [SIDE CONVERSATION]
[01:40:50.980 --> 01:40:53.980]   [SIDE CONVERSATION]
[01:40:53.980 --> 01:40:56.980]   [SIDE CONVERSATION]
[01:40:56.980 --> 01:40:59.980]   [SIDE CONVERSATION]
[01:40:59.980 --> 01:41:02.980]   [SIDE CONVERSATION]
[01:41:02.980 --> 01:41:05.980]   [SIDE CONVERSATION]
[01:41:05.980 --> 01:41:08.980]   [SIDE CONVERSATION]
[01:41:08.980 --> 01:41:11.980]   [SIDE CONVERSATION]
[01:41:11.980 --> 01:41:14.040]   you

